battery_id,formula_charge,formula_discharge,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,max_voltage_step,stability_charge,stability_discharge,fracA_charge,fracA_discharge,max_delta_volume,num_steps
mp-754800_Na,Ni3O4,NaNi3O4,2.864911666551723,101.88059751613595,573.0766458603897,291.8789124192384,1641.8139685537608,0.0,0.041206718571428005,0.040043627187499,0.0,0.125,0.091634816110641,1
mp-754874_Na,Cr3O8,NaCr3O8,4.337746056551726,87.30884356226281,273.80338911155883,378.7235918642971,1187.6895713891622,0.0,0.046632533090909006,0.029265952916667,0.0,0.08333333333333301,0.006460504664538001,1
mp-755035_Na,Na2Ni2O5,Na3Ni2O5,2.769066956551715,100.62387243276962,436.2706628832031,278.6342401938574,1208.0626767027904,0.0,0.062768743333333,0.041124000833335006,0.22222222222222202,0.30000000000000004,0.038113658591991,1
mp-755611_Na,CrO2,NaCr2O4,3.76590303655173,140.33690224774546,546.2834537735371,528.495166315048,2057.25051738373,0.0,0.191386785833318,0.091304170119044,0.0,0.14285714285714202,0.110284766986716,1
mp-755841_Na,NiO2,Na(NiO2)2,4.03211453655172,131.13927870525015,650.8480782192865,528.7685919803466,2624.2939972747363,0.0,0.212661544027778,0.037003703214285005,0.0,0.14285714285714202,0.18794488865677603,1
mp-756229_Na,SnO2,Na(SnO2)2,2.060051621551725,82.61674574424111,422.3676138659957,170.1947610377505,870.0990878355774,0.0,0.191471521666666,0.08821036776785,0.0,0.14285714285714202,0.138419011084772,1
mp-7564_Na,Nb3Te4,Na(Nb3Te4)2,0.6051655965517181,16.738078724898248,120.05354789314111,10.129309396682666,72.65227692890299,0.0,0.0,0.025875053291663,0.0,0.066666666666666,0.005446964276201001,1
mp-757229_Na,TiO2,Na5Ti16O32,1.716855328551723,96.21427866142379,341.0830771963701,165.18599700262578,585.5902985634067,1.077602352500036,0.090281061249999,0.021623982169812,0.0,0.09433962264150901,0.019889905062623,2
mp-757528_Na,Na10(WO3)13,Na11(WO3)13,2.559243976551783,8.204240205671585,54.669785648540824,20.996652328548965,139.91331962040522,0.0,0.014220208494680002,0.002936644793591,0.16129032258064502,0.174603174603174,0.012860310703211001,1
mp-757603_Na,Na2Ti4O9,Na13Ti24O54,1.537548586551742,11.594128408060843,41.12969324357213,17.826535746113354,63.238901711961084,0.0,0.022471143666603,0.015774238406594,0.133333333333333,0.14285714285714202,0.000128597172435,1
mp-758835_Na,Cu3O4,Na(Cu3O4)2,3.9383305665517163,50.354023105655834,231.20615908660244,198.31078834585574,910.5662835057852,0.0,0.066328173035714,0.008579129416665,0.0,0.066666666666666,0.049479517596053006,1
mp-759090_Na,CrO2,NaCr2O4,7.505594701551718,140.33690224774546,622.0022234475764,1053.3119099428598,4668.496592661518,0.0,0.7513489637499831,0.037030084761902005,0.0,0.14285714285714202,0.056832659845787004,1
mp-759097_Na,VF3,NaVF3,2.128294121551722,204.70634645210808,690.7934286415951,435.6753137983518,1470.211593384466,0.0,0.009434196249999001,0.0,0.0,0.2,0.23678526169079803,1
